"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @duncanwestley: #Facebook admits asking hospitals for access to patients' #data

#DataProtection #DataPrivacy #Zuckerberg #CambridgeAnal‚Ä¶",FALSE,0,NA,2018-04-06 19:03:33,FALSE,NA,"982333004851761152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","socialstardom",1,TRUE,FALSE,NA,NA
"2","#Facebook admits asking hospitals for access to patients' #data

#DataProtection #DataPrivacy #Zuckerberg‚Ä¶ https://t.co/kMaZISS7xm",FALSE,2,NA,2018-04-06 19:01:29,TRUE,NA,"982332483944439808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duncanwestley",1,FALSE,FALSE,NA,NA
"3","RT @socialstardom: #Facebook admits #Zuckerberg wiped his old #Messenger messages‚Äîwhich you can‚Äôt do Ì†æÌ¥¶Ì†ºÌøª‚Äç‚ôÇÔ∏è

#SocialMedia #data #privacy #Ca‚Ä¶",FALSE,0,NA,2018-04-06 18:54:18,FALSE,NA,"982330674328858630",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","twiet2GO",2,TRUE,FALSE,NA,NA
"4","RT @socialstardom: #Facebook admits #Zuckerberg wiped his old #Messenger messages‚Äîwhich you can‚Äôt do Ì†æÌ¥¶Ì†ºÌøª‚Äç‚ôÇÔ∏è

#SocialMedia #data #privacy #Ca‚Ä¶",FALSE,0,NA,2018-04-06 18:52:36,FALSE,NA,"982330247168192512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duncanwestley",2,TRUE,FALSE,NA,NA
"5","#Facebook admits #Zuckerberg wiped his old #Messenger messages‚Äîwhich you can‚Äôt do Ì†æÌ¥¶Ì†ºÌøª‚Äç‚ôÇÔ∏è

#SocialMedia #data‚Ä¶ https://t.co/MGIgJwj1DM",FALSE,2,NA,2018-04-06 18:50:32,TRUE,NA,"982329728659959809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","socialstardom",2,FALSE,FALSE,NA,NA
"6","Zuckerberg Congress testimony on Facebook data set for April 11 #Zuckerberg #Facebook #Data https://t.co/P0iZN7D0YB",FALSE,0,NA,2018-04-06 03:57:21,FALSE,NA,"982104952305737728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IconycBrands",0,FALSE,FALSE,NA,NA
"7","Profiles #FB shared w #CambridgeAnalytica jumped from 50 Mil to 74 mil. I suspect that by end number will be closer‚Ä¶ https://t.co/tee5cmOGow",FALSE,0,NA,2018-04-06 01:49:56,TRUE,NA,"982072884771385344",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iŒüS</a>","Alphorizons",0,FALSE,FALSE,NA,NA
"8","RT @RRN3: #BoycottFacebook
#FacebookDataLeaks
#FacebookExit

""Now #Facebook Says It Shared the #Data of ‚ÄòUp to 87 Million‚Äô Users with #Camb‚Ä¶",FALSE,0,NA,2018-04-05 20:03:26,FALSE,NA,"981985687284133888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RRN3",5,TRUE,FALSE,NA,NA
"9","RT @RRN3: #BoycottFacebook
#FacebookDataLeaks
#FacebookExit

""Now #Facebook Says It Shared the #Data of ‚ÄòUp to 87 Million‚Äô Users with #Camb‚Ä¶",FALSE,0,NA,2018-04-05 19:31:02,FALSE,NA,"981977530604367878",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bonnievee2017",5,TRUE,FALSE,NA,NA
"10","RT @RRN3: #BoycottFacebook
#FacebookDataLeaks
#FacebookExit

""Now #Facebook Says It Shared the #Data of ‚ÄòUp to 87 Million‚Äô Users with #Camb‚Ä¶",FALSE,0,NA,2018-04-05 19:24:24,FALSE,NA,"981975863314059264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1966Persia",5,TRUE,FALSE,NA,NA
"11","RT @RRN3: #BoycottFacebook
#FacebookDataLeaks
#FacebookExit

""Now #Facebook Says It Shared the #Data of ‚ÄòUp to 87 Million‚Äô Users with #Camb‚Ä¶",FALSE,0,NA,2018-04-05 19:16:32,FALSE,NA,"981973882604208128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dodgerroger1800",5,TRUE,FALSE,NA,NA
"12","#BoycottFacebook
#FacebookDataLeaks
#FacebookExit

""Now #Facebook Says It Shared the #Data of ‚ÄòUp to 87 Million‚Äô Us‚Ä¶ https://t.co/tbc7auHGFk",FALSE,5,NA,2018-04-05 19:10:39,TRUE,NA,"981972401410932736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RRN3",5,FALSE,FALSE,NA,NA
"13","Cramer: #zuckerberg just blunted his worst critics by taking responsibility for #data¬†scandal‚Ä¶ https://t.co/Vma1DIGyy8",FALSE,0,NA,2018-04-05 15:15:10,TRUE,NA,"981913139397709825",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ByteFunding",0,FALSE,FALSE,NA,NA
"14","Facebook‚Äôs #Zuckerberg: Here‚Äôs #how we‚Äôll #fix our #massive #data privacy #problems National Cyber Security Venture‚Ä¶ https://t.co/zmfPHiLzHl",FALSE,1,NA,2018-04-05 07:39:55,TRUE,NA,"981798572994605056",NA,"<a href=""http://nationalcybersecurity.com"" rel=""nofollow"">National Cyber Security</a>","NCSbyHTCS",0,FALSE,FALSE,NA,NA
"15","""Zuckerberg says most Facebook users should assume they have had their public info scraped"" https://t.co/weQk2xQ1si‚Ä¶ https://t.co/jQFSBZlv1Q",FALSE,0,NA,2018-04-05 06:41:59,TRUE,NA,"981783993832976384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoanneSpruceC21",0,FALSE,FALSE,NA,NA
"16","I deleted my @facebook a few days ago@and I don‚Äôt miss it. #zuckerberg used platform for bias political purposes‚Ä¶ https://t.co/8o7QWiGpCA",FALSE,1,NA,2018-04-05 04:17:27,TRUE,NA,"981747622070304769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Media4LifeMin",1,FALSE,FALSE,NA,NA
"17","RT @nederlandlang: #Zuckerberg keeps insisting #Facebook doesn‚Äôt sell our #data. What it does is even worse 
#socialmedia #marketing #tech‚Ä¶",FALSE,0,NA,2018-04-04 23:16:12,FALSE,NA,"981671810931527680",NA,"<a href=""https://anethicalthirst.co.uk/"" rel=""nofollow"">Ethics retweet bot</a>","EthicsRetweet",1,TRUE,FALSE,NA,NA
"18","#Zuckerberg keeps insisting #Facebook doesn‚Äôt sell our #data. What it does is even worse 
#socialmedia #marketing‚Ä¶ https://t.co/DXmOeck9QQ",FALSE,0,NA,2018-04-04 22:49:50,TRUE,NA,"981665171717476353",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nederlandlang",1,FALSE,FALSE,NA,NA
"19","#FacebookDataBreach #zuckerberg #did not #protect #data",FALSE,0,NA,2018-04-04 22:14:19,FALSE,NA,"981656234960064512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klsbower",0,FALSE,FALSE,NA,NA
"20","#Facebook Says #CambridgeAnalytica Harvested #Data of Up to 87 Million Users - The New York Times
#privacy‚Ä¶ https://t.co/TWg1SQ1Pf3",FALSE,0,NA,2018-04-04 20:55:30,TRUE,NA,"981636399848984578",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nederlandlang",0,FALSE,FALSE,NA,NA
"21","Worried about #Facebook selling your #data for #money ? Come check out our episode that teaches you how to block‚Ä¶ https://t.co/f7rpUyf7kR",FALSE,1,NA,2018-04-04 19:36:42,TRUE,NA,"981616570035208194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZeroSupervision",0,FALSE,FALSE,NA,NA
"22","Steve Bannon on Cambridge Analytica: 'Facebook data is for sale all over the world'#Facebook #data #Zuckerberg‚Ä¶ https://t.co/f3OFhLHOAb",FALSE,1,NA,2018-04-04 19:23:26,TRUE,NA,"981613229787856896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jennpruitt3",0,FALSE,FALSE,NA,NA
"23","Mark #Zuckerberg to #Testify to #Congress on #Facebook‚Äôs Handling of #Data Next Week - The New York Times https://t.co/qbmUZm9mb1",FALSE,0,NA,2018-04-04 18:52:04,FALSE,NA,"981605338100232194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jslowther",0,FALSE,FALSE,NA,NA
"24","Mark #Zuckerberg to #Testify to #Congress on #Facebook‚Äôs Handling of #Data Next Week - The New York Times https://t.co/2ldQmHwYIF",FALSE,0,NA,2018-04-04 18:51:30,FALSE,NA,"981605193166008326",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","LowtherWalker",0,FALSE,FALSE,NA,NA
"25","#Facebook CEO Mark #Zuckerberg Confirmed to Testify Before House Committee https://t.co/lBRQpbYVnA #Privacy #Data #Tech",FALSE,0,NA,2018-04-04 16:16:16,FALSE,NA,"981566128781774848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","strbrst49",0,FALSE,FALSE,NA,NA
"26","Facebook Chief Executive Mark #Zuckerberg said on Tuesday the #social network had no immediate plans to apply a str‚Ä¶ https://t.co/AQlCLDtCHZ",FALSE,1,NA,2018-04-04 12:48:24,TRUE,NA,"981513819741741057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MyLifeGuardOrg",0,FALSE,FALSE,NA,NA
